"word" "RSA" "havg" "hstd"
signal 0 5.44 0.9723
solomon 5 5.44 1.2961
stations -2 5.44 0.9071
storage -5 5.44 1.0721
street -6 5.44 0.8369
subject -3 5.44 1.0333
submit 0 5.44 1.5005
surround 0 5.44 1.402
ten -1 5.44 1.198
tenants -3 5.44 1.1634
thurs -1 5.44 1.3577
tone 0 5.44 0.8609
tongue 0 5.44 1.091
trunk 1 5.44 0.9723
tweeted -7 5.44 1.6922
versions -2 5.44 1.0333
wagner -4 5.44 0.9723
wax -3 5.44 1.198
wilson 2 5.44 0.7866
worked -2 5.44 1.58
yen 1 5.44 1.4309
zion 2 5.44 1.5274
measurements -4 5.44 1.5966
reactions -3 5.44 0.9655
adjacent -4 5.43 1.1365
bailar -2 5.43 1.0408
kara -2 5.43 1.3385
modes -1 5.43 1.2076
proposition 5 5.43 1.4577
remainder -3 5.43 1.2416
steam -3 5.43 1.4434
again -1 5.42 1.2631
also 0 5.42 1.0319
ashley 0 5.42 1.2469
aye -1 5.42 1.6424
background -2 5.42 1.2137
bailey 0 5.42 1.1622
barrel -4 5.42 1.295
bedford -5 5.42 1.2304
booth 1 5.42 1.1082
bowl 0 5.42 1.2631
businessman -1 5.42 1.3864
calls -1 5.42 1.0319
came -2 5.42 1.4155
carolyn 1 5.42 1.4721
category -4 5.42 1.4995
centre -4 5.42 0.8352
chip 2 5.42 1.0515
com 1 5.42 1.0708
comprehensive -1 5.42 1.3864
compromise 2 5.42 1.8193
conductor -1 5.42 1.3566
course -2 5.42 1.3716
crow -2 5.42 1.6793
dennis 0 5.42 0.9495
derived -5 5.42 1.2137
duration 0 5.42 1.2469
enzyme 0 5.42 1.2631
ever -4 5.42 1.012
financial 1 5.42 1.7853
floors 0 5.42 0.8352
frances -5 5.42 1.1796
gene -2 5.42 0.9708
going 1 5.42 1.1622
gotten -2 5.42 1.3864
he 0 5.42 0.9055
himself 1 5.42 0.9708
hockey 2 5.42 1.6793
hopkins 5 5.42 0.8352
initial 3 5.42 1.0515
inner 1 5.42 1.0319
instance -2 5.42 1.1082
jeanne 0 5.42 1.0319
jeremy 0 5.42 1.1445
jr 0 5.42 1.3415
julia 3 5.42 1.1082
julie 3 5.42 1.1796
listenin 2 5.42 1.5398
livingston 2 5.42 0.9278
memphis 3 5.42 1.5661
mentioned 1 5.42 1.1082
mercury -1 5.42 1.5398
mini 4 5.42 1.0708
monthly 5 5.42 0.9055
nine 2 5.42 1.1265
note 0 5.42 0.9916
nowadays -2 5.42 1.4581
om 2 5.42 1.6174
oprah 1 5.42 2.0513
pasa -2 5.42 1.1622
penn 2 5.42 1.295
peter -3 5.42 1.0515
point 3 5.42 0.9055
polls 3 5.42 1.2792
presentation -2 5.42 1.5791
primarily 3 5.42 0.9495
ranks -1 5.42 1.6793
references -8 5.42 1.4721
resulting -1 5.42 1.2137
riley 1 5.42 1.1445
rolled 0 5.42 1.3566
roof 0 5.42 1.012
sam -1 5.42 1.295
sean -2 5.42 0.9278
secretary -7 5.42 1.3107
select -4 5.42 1.2469
signals -1 5.42 1.1445
snl 1 5.42 1.295
spencer -3 5.42 1.4721
subjects -4 5.42 1.012
tables -4 5.42 0.8352
tell 0 5.42 1.0319
terry -3 5.42 1.1622
theory 0 5.42 1.4859
tom 1 5.42 1.3415
topic 1 5.42 0.8827
toss -2 5.42 1.3716
tweets -6 5.42 1.9701
yorkers -1 5.42 1.3716
calculated -4 5.42 1.3966
configuration 1 5.42 1.4117
inhabitants -1 5.42 1.4415
statute -5 5.42 1.661
interlude -1 5.41 1.4143
clerk -1 5.41 1.3527
constitutes -3 5.41 1.3681
cylinder 0 5.41 1.2062
knocks 2 5.41 1.5932
ratio -1 5.41 1.4277
tissue -2 5.41 1.4849
variables -5 5.41 1.2403
vector -4 5.41 1.0977
vols 0 5.41 1.4566
whassup -1 5.41 1.7902
width -1 5.41 0.9336
absolute -2 5.4 1.6162
ah 0 5.4 1.2122
alison 2 5.4 1.1066
anne 0 5.4 1.1429
arabia -4 5.4 1.6413
arkansas -4 5.4 1.2289
boldface -4 5.4 1.088
cast -4 5.4 1.3702
chamber -3 5.4 1.3702
china 1 5.4 1.7023
claimed -1 5.4 1.178
conquest -2 5.4 2.1093
consecutive -3 5.4 1.1606
daily 1 5.4 1.0302
dana -2 5.4 1.0498
definitions 1 5.4 1.1952
distribution 0 5.4 0.9689
dna -1 5.4 1.3553
document 0 5.4 1.2289
each -2 5.4 0.9897
earlier -3 5.4 1.2289
embassy -3 5.4 1.3401
esp -1 5.4 1.1429
estimate -4 5.4 0.9897
fam -1 5.4 1.6162
figured -3 5.4 1.178
fuel 0 5.4 1.178
gulf 0 5.4 1.7143
headquarters -8 5.4 1.0102
healthcare -4 5.4 2.0603
hee -1 5.4 1.4983
holds 1 5.4 1.069
inside 0 5.4 0.7284
intent 0 5.4 1.4569
jan 1 5.4 1.1429
johnson 5 5.4 1.3702
joseph 2 5.4 1.6162
lah 1 5.4 1.2289
lawrence -4 5.4 1.3401
lick 2 5.4 1.5649
lou 3 5.4 1.3093
lung 2 5.4 1.3093
main 2 5.4 1.2122
malcolm 3 5.4 1.0102
margaret -6 5.4 1.2289
matter -4 5.4 1.0102
mexican -1 5.4 1.5253
ministers -1 5.4 1.7728
mixtape -1 5.4 1.0498
nancy 1 5.4 1.3248
oakland 1 5.4 1.3851
obedience -3 5.4 1.6162
one 1 5.4 1.5908
paula 1 5.4 1.3401
picks 1 5.4 1.3553
processes -5 5.4 1.4846
putting 1 5.4 1.088
ranging -1 5.4 0.8806
reminds -1 5.4 1.1952
reorganization -2 5.4 1.4846
represents -6 5.4 0.8806
rien 0 5.4 1.1606
riverdale -5 5.4 1.3997
sarah -3 5.4 1.6288
seen -2 5.4 1.1952
statistical -5 5.4 1.2617
stayed -4 5.4 1.2454
stomach -1 5.4 1.069
string -2 5.4 1.088
sushi 1 5.4 2.2497
tap -1 5.4 1.2289
testament -5 5.4 1.5386
thee -2 5.4 1.069
transfer -6 5.4 1.5119
two -1 5.4 0.9689
xxx -3 5.4 1.8516
origins 1 5.4 1.5122
actin -1 5.39 1.3665
cielo 1 5.39 1.525
defence -5 5.39 1.525
dub -1 5.39 1.2553
empirical 1 5.39 1.4835
explicitly 2 5.39 1.4835
jive 0 5.39 1.9453
reprinted -3 5.39 1.1331
spins 1 5.39 1.4694
ahh 1 5.38 1.427
am 0 5.38 1.0859
announcement 2 5.38 1.427
arms -2 5.38 0.9875
baltimore -1 5.38 1.1933
basis -3 5.38 1.0079
butler -2 5.38 1.6022
camino 2 5.38 1.4412
carved -6 5.38 1.3076
clark -1 5.38 1.1761
coefficient -3 5.38 1.5635
comp 2 5.38 0.9452
control 1 5.38 1.4831
copy 2 5.38 1.0669
core -2 5.38 1.0859
curriculum 2 5.38 1.4831
dec -3 5.38 1.3536
deemed -4 5.38 1.4412
detective -7 5.38 1.5372
different -5 5.38 1.2436
doctrine -2 5.38 1.701
door 0 5.38 1.2103
files -1 5.38 1.427
following 3 5.38 1.6399
grams -3 5.38 0.9452
hp 2 5.38 1.427
hudson 2 5.38 1.2436
industry 0 5.38 1.3076
items -1 5.38 1.5372
jamie 1 5.38 0.9666
jesse -3 5.38 1.4412
latin 1 5.38 1.3834
let -1 5.38 1.0079
lite 0 5.38 1.427
lookin 6 5.38 1.3686
machine 1 5.38 1.2599
manner 0 5.38 1.3536
mit 1 5.38 1.2599
nelson 2 5.38 1.276
nitrogen 0 5.38 1.4412
nucleus 1 5.38 1.4553
official 0 5.38 1.028
overtime -2 5.38 1.9472
personnel 1 5.38 1.1045
pitching 2 5.38 1.427
projected -3 5.38 1.2919
province 0 5.38 1.4831
rope 0 5.38 1.2599
said -2 5.38 0.901
second -2 5.38 1.1933
securities -4 5.38 2.0493
send -2 5.38 1.3536
sensitivity -1 5.38 1.7715
shall 1 5.38 1.2436
soldiers -2 5.38 1.6399
standards -7 5.38 1.0859
statistically -3 5.38 1.4126
steps -3 5.38 1.1229
steve -5 5.38 0.901
tan -1 5.38 1.713
technical -1 5.38 1.6022
text -4 5.38 1.3231
thread -4 5.38 1.3536
tierra -4 5.38 1.6149
timbaland -1 5.38 1.4968
tricks -2 5.38 1.5238
tunnel 2 5.38 1.4553
twelve -4 5.38 1.1586
wants -3 5.38 1.3231
wednesday -5 5.38 1.3384
whew -2 5.38 1.1933
wordpress -5 5.38 1.2103
would 1 5.38 0.8545
yards -3 5.38 0.9234
year -2 5.38 1.3536
comparison 2 5.37 1.2195
ella 0 5.37 1.6033
givin 1 5.37 1.2532
hem 1 5.37 1.2195
parish 0 5.37 1.7041
silently 2 5.37 1.5505
sits -2 5.37 1.0934
whispering 0 5.37 1.6291
illusions 5 5.36 1.8109
asked -3 5.36 1.2739
bee -3 5.36 1.6507
briefing -2 5.36 1.2578
britney -1 5.36 1.6753
capitol 1 5.36 1.2898
caps -2 5.36 1.0254
claire -2 5.36 1.5487
clip 2 5.36 1.2578
clips 1 5.36 1.1739
colonial 4 5.36 1.3516
constitute -2 5.36 1.1386
contracts -5 5.36 1.2415
covering -2 5.36 0.8751
customs -1 5.36 1.6383
dash -2 5.36 1.4813
delta -3 5.36 1.0451
dishes -2 5.36 1.8156
economic 2 5.36 1.6874
edit -2 5.36 1.1739
eileen 0 5.36 1.2081
establishment -3 5.36 1.2898
finger -2 5.36 1.1739
georgetown -4 5.36 1.4675
gloria 0 5.36 1.4675
greene -4 5.36 1.0451
gud -1 5.36 1.5618
hall 2 5.36 1.2081
hay 1 5.36 1.4813
heard -3 5.36 0.802
jimmy 5 5.36 1.1205
linear 0 5.36 1.1911
liquor 2 5.36 2.2836
listing 1 5.36 1.0053
lmaoo 3 5.36 1.8926
mason 1 5.36 0.9424
miller 2 5.36 1.0254
milwaukee 1 5.36 1.1739
monde 1 5.36 1.2739
mouse 1 5.36 1.9563
moving 2 5.36 1.495
msn 1 5.36 1.7468
nba -1 5.36 1.849
nude 0 5.36 1.9667
nuestro -1 5.36 1.3211
overview -4 5.36 1.4394
oz 0 5.36 1.5086
pattern -3 5.36 1.77
port 0 5.36 1.4394
possession 0 5.36 1.9873
press -3 5.36 1.2249
principal 3 5.36 1.3962
pronto 2 5.36 1.2415
quiero 0 5.36 0.9848
rabbi -3 5.36 1.4535
reposing 0 5.36 1.5354
russell -1 5.36 1.3815
same -2 5.36 1.2739
si 0 5.36 1.4251
sim 1 5.36 0.9638
sit -1 5.36 1.2249
sold 0 5.36 1.2898
sounded -1 5.36 1.0451
staff -5 5.36 0.8751
standing -2 5.36 0.8514
stocks -2 5.36 1.2898
structure -5 5.36 1.3815
stuart -4 5.36 1.3815
subsequently -2 5.36 1.1563
sympathy 2 5.36 1.9141
taiwan -2 5.36 1.2739
target -6 5.36 1.5221
teeth -3 5.36 1.8709
trenton -1 5.36 1.3516
tres -4 5.36 1.5221
trucks -2 5.36 1.663
tuesdays -4 5.36 1.1386
tummy 3 5.36 1.3815
tweeting -4 5.36 1.9667
verb -4 5.36 1.1563
vest -4 5.36 1.1386
wakes -3 5.36 1.6753
walter -4 5.36 1.4251
westchester -9 5.36 1.3962
wi 0 5.36 0.8751
wright -2 5.36 0.9848
yugoslavia 0 5.36 1.3815
emperor -1 5.35 2.0576
thesis -2 5.35 1.8507
chevy -1 5.35 1.7145
della -1 5.35 1.1824
finite 0 5.35 1.4513
loot 2 5.35 2.0872
motive 0 5.35 1.4938
define -2 5.34 1.0689
adams -3 5.34 1.0806
advised -5 5.34 1.6977
andrea -4 5.34 1.2224
anonymity 5 5.34 1.3342
anthony 3 5.34 1.4654
anything 2 5.34 1.0224
anywhere -2 5.34 1.2875
arc -3 5.34 1.1713
areas -5 5.34 1.0224
ay 0 5.34 0.9607
backs -3 5.34 1.4373
bros -2 5.34 1.5334
campaign 0 5.34 1.5467
candidate -5 5.34 1.0994
carter -6 5.34 1.6113
checked -3 5.34 1.1359
classified -4 5.34 1.4514
colts -1 5.34 1.5858
comparable -2 5.34 1.2554
crossing -2 5.34 1.3342
currently -1 5.34 0.8234
denver -4 5.34 1.493
ding 0 5.34 1.5986
doctor -2 5.34 1.6239
drank -1 5.34 1.4654
editorial -1 5.34 1.3644
flick 1 5.34 1.3644
fur -1 5.34 1.7333
gear -4 5.34 1.2875
geek -2 5.34 1.891
german -2 5.34 1.394
giant -1 5.34 1.1886
giants -2 5.34 1.493
hampton 3 5.34 1.3342
harold 0 5.34 1.1537
ily 3 5.34 1.5729
iron 2 5.34 1.3494
karen -1 5.34 1.3793
korea -1 5.34 1.3793
liebe -1 5.34 1.394
lillian 5 5.34 1.4654
log 1 5.34 0.9607
manufacturer -4 5.34 1.0224
massive -3 5.34 1.2875
maureen -1 5.34 0.7982
mc 0 5.34 1.394
middle 0 5.34 0.7174
moderate -4 5.34 1.2715
nog 1 5.34 1.1359
noticed -1 5.34 1.423
occurred -4 5.34 1.0224
ohhhh 5 5.34 1.9651
orleans -1 5.34 1.2554
ounce 1 5.34 0.9607
pack 0 5.34 1.2715
percent -3 5.34 0.9172
phil 4 5.34 1.1178
physician 3 5.34 1.8363
rate -4 5.34 1.2224
regional 0 5.34 0.8234
request -5 5.34 1.2224
revolution 2 5.34 1.394
rihanna 1 5.34 1.9755
roosevelt -3 5.34 1.8693
session -1 5.34 1.1178
six -1 5.34 1.1537
sullivan 2 5.34 0.8947
surgeon -1 5.34 1.6239
susan -1 5.34 1.2715
sylvia 0 5.34 1.3188
then 0 5.34 0.7453
thinkin 5 5.34 1.0994
tmrw -2 5.34 1.0022
transmitted -5 5.34 1.5729
tube -2 5.34 1.2875
typing 2 5.34 1.2056
upon 4 5.34 0.6884
walmart -3 5.34 2.2733
whitman 1 5.34 0.7982
whitney 1 5.34 1.1713
wider -3 5.34 1.0422
within 2 5.34 1.3644
yo 2 5.34 1.6734
blink 3 5.33 1.4341
noches 0 5.33 1.3422
threshold -1 5.33 1.478
bringin 1 5.33 1.4774
tutti -1 5.33 1.4774
verdad -6 5.33 1.1252
abraham -3 5.32 1.5043
alter -3 5.32 1.2526
andre -3 5.32 1.2196
beep -2 5.32 1.5178
bench -1 5.32 1.0388
bucket -2 5.32 1.1856
calif -1 5.32 1.3316
chin 2 5.32 0.9781
commerce -2 5.32 1.3161
compare -1 5.32 0.9988
cover -3 5.32 1.2688
currents -4 5.32 1.1683
deepest -5 5.32 1.449
dorothy 1 5.32 1.3005
editorials -2 5.32 1.0962
emeritus -2 5.32 1.6468
endless -3 5.32 1.8455
estimates -5 5.32 1.1147
evaluation 0 5.32 1.8007
firm 0 5.32 1.1683
francis -3 5.32 1.4348
general -3 5.32 1.1328
gregory -3 5.32 1.1147
hoffman 1 5.32 0.957
hour 2 5.32 0.7939
identified -2 5.32 1.2688
indicates -3 5.32 1.0774
jacqueline 0 5.32 1.6591
joshua 2 5.32 0.9781
kristen -1 5.32 1.449
label -1 5.32 1.019
literally 1 5.32 1.5178
louise 2 5.32 1.1683
mas -1 5.32 1.0388
measure -3 5.32 1.0962
medium 2 5.32 0.7939
mention 3 5.32 0.7407
michigan 2 5.32 1.2848
names -1 5.32 0.9988
nassau -2 5.32 1.4348
negotiations 0 5.32 1.3768
nineteenth 0 5.32 1.449
pa 0 5.32 1.6468
palmer 0 5.32 1.019
partly 0 5.32 1.1683
peeps -1 5.32 1.5836
plz 1 5.32 1.8892
posts -1 5.32 1.1147
presumably 0 5.32 1.1507
quite -1 5.32 1.7076
rebounds -2 5.32 1.3161
remind 0 5.32 1.4348
reserve -7 5.32 1.1147
review -4 5.32 1.019
rite -2 5.32 1.1856
rye -1 5.32 1.3468
selena -2 5.32 0.9355
site -2 5.32 0.7939
skip 2 5.32 1.463
speech -2 5.32 1.7548
step -2 5.32 0.8676
subway -2 5.32 1.6835
surface -5 5.32 1.0774
table -3 5.32 0.6833
taking 0 5.32 1.3005
tells -1 5.32 1.2688
ticket -2 5.32 1.4769
ting 0 5.32 1.3468
tribes -4 5.32 1.3161
turning 1 5.32 1.019
types -1 5.32 0.7407
urself -2 5.32 1.8674
vancouver -3 5.32 1.449
varies -4 5.32 0.9134
yield 1 5.32 1.6092
zone 0 5.32 0.9781
preceding -3 5.31 0.9927
affecting -5 5.31 1.3261
alles -1 5.31 1.0841
bop 1 5.31 1.4463
consume 1 5.31 1.8842
discipline 2 5.31 1.8129
disposition 3 5.31 1.3875
gypsy 1 5.31 1.6981
heed -2 5.31 1.2111
ion 3 5.31 1.1218
shelf -1 5.31 1.1031
stash -3 5.31 1.6609
varying -1 5.31 1.4463
vivir -1 5.31 1.3261
actually 0 5.3 1.1112
aire -2 5.3 1.4178
ancora -2 5.3 1.1473
atlanta -3 5.3 1.4178
barnes -4 5.3 0.9091
bat -3 5.3 1.359
biblical 0 5.3 1.9299
bishop 2 5.3 1.6194
bonnie 2 5.3 1.6812
boundary 0 5.3 1.165
brad -4 5.3 1.1294
brian -1 5.3 1.4321
bring -1 5.3 0.9949
calendar -4 5.3 1.1294
carnegie -4 5.3 1.4604
catholic 0 5.3 1.8323
center -4 5.3 0.9949
chairman 0 5.3 1.4743
chrysler -2 5.3 1.0152
circuits -2 5.3 0.7626
colin 3 5.3 1.1294
constantly 0 5.3 1.1995
cornell 1 5.3 1.4743
correspondent -3 5.3 1.165
counts 0 5.3 1.1473
county 2 5.3 1.0546
creature -6 5.3 1.6444
dave -4 5.3 1.4033
drake -3 5.3 1.2495
editing -1 5.3 1.233
eight -1 5.3 1.2817
elevator -4 5.3 1.3887
glen 0 5.3 1.2495
irene -1 5.3 1.374
jk 2 5.3 1.233
junior 4 5.3 1.2657
lee -1 5.3 0.9091
lesson 0 5.3 1.488
levels -2 5.3 0.953
lexington 1 5.3 1.2817
md 0 5.3 1.1294
medicare -4 5.3 1.6812
mic 1 5.3 0.9313
mike 2 5.3 1.4463
miles 1 5.3 1.165
miriam 2 5.3 0.9949
mph 3 5.3 1.2817
murphy 4 5.3 0.8864
neck 0 5.3 1.1824
nova 0 5.3 1.6444
number 0 5.3 0.9313
patch -1 5.3 1.0351
pay 1 5.3 2.3234
peggy -1 5.3 1.0546
placed -2 5.3 1.5551
pounds 2 5.3 1.8211
profile 1 5.3 1.233
quiz 0 5.3 1.488
rail 0 5.3 1.1112
randy -1 5.3 1.359
reviews -5 5.3 1.2164
ritual 0 5.3 1.7642
robert -4 5.3 1.0546
roberts -5 5.3 0.8864
roger -3 5.3 0.8391
samuel 0 5.3 1.1473
scales -4 5.3 1.2817
sec -3 5.3 1.0351
seth -2 5.3 1.1473
seymour 1 5.3 1.0351
silly 3 5.3 1.9821
singular 0 5.3 1.4463
somebody 0 5.3 1.1294
someone 1 5.3 1.165
spray -1 5.3 1.4463
suit 0 5.3 1.5811
system -2 5.3 1.7291
tactics -5 5.3 1.5811
telling 1 5.3 1.0546
tend -2 5.3 1.4178
third -1 5.3 1.1473
transition 0 5.3 1.359
trump 1 5.3 1.7053
via -1 5.3 1.1473
vids -2 5.3 1.4321
visitation 0 5.3 1.8323
washing -1 5.3 1.8323
ways -2 5.3 1.165
weekly 0 5.3 1.594
windy 1 5.3 1.8434
hitherto 0 5.29 1.3677
incorporated -2 5.29 1.2197
prescribed -6 5.29 1.6237
assumption 2 5.29 1.8028
cama -2 5.29 1.3844
clergy -2 5.29 1.8819
heel 0 5.29 1.354
playas 0 5.29 1.7795
rodeo -1 5.29 1.5546
shakin 2 5.29 1.6202
transferred -9 5.29 1.3693
alert -3 5.28 1.8075
already -3 5.28 1.2296
annual 2 5.28 1.0506
assessment -6 5.28 1.3708
beef -4 5.28 2.1763
behalf -2 5.28 1.0887
borough 1 5.28 1.0698
code -2 5.28 1.1256
comin 3 5.28 1.2129
congregation -2 5.28 1.7266
copies 0 5.28 1.1787
craig -3 5.28 0.9044
cuore -1 5.28 1.2129
dean -2 5.28 1.2784
declared -6 5.28 1.3407
defended -6 5.28 1.7617
diplomat 2 5.28 1.4852
dot -1 5.28 1.1787
empire 0 5.28 1.8299
estar -5 5.28 1.3254
esther -4 5.28 1.2296
etsy -2 5.28 1.4148
eventually 0 5.28 1.5654
extract -7 5.28 1.4574
feelin 0 5.28 1.4434
follower 0 5.28 1.1787
form 0 5.28 1.1073
gates -5 5.28 1.1436
handling 2 5.28 1.0887
hannah 2 5.28 1.4291
happen 2 5.28 1.0506
harriet -3 5.28 1.3856
harvey -2 5.28 1.4434
held 0 5.28 1.2784
holla 3 5.28 1.7847
inches 0 5.28 1.1959
institute -1 5.28 1.4148
interviewed -5 5.28 1.4003
jacobs -2 5.28 0.9044
james -1 5.28 1.0698
l 1 5.28 1.1436
length 0 5.28 0.8816
mag -1 5.28 1.0309
martha -2 5.28 1.1959
meanwhile 1 5.28 0.8816
minutes 1 5.28 0.9044
mode 0 5.28 1.1787
morton 2 5.28 0.9485
nonprofit 3 5.28 1.9382
ora -1 5.28 0.8581
packed -2 5.28 1.1613
packing 1 5.28 1.5258
pandora -1 5.28 1.5784
parameter -5 5.28 1.2129
posse -1 5.28 1.2784
preacher -4 5.28 2.1193
representatives -9 5.28 1.6665
rewind -2 5.28 1.0887
says -2 5.28 1.1959
scheduled -3 5.28 1.1959
secrets -7 5.28 1.8187
section -1 5.28 0.834
serum -1 5.28 1.3263
sheila 0 5.28 0.9697
someday -1 5.28 1.4434
sometimes -1 5.28 0.9485
somewhere -3 5.28 0.8581
sort -2 5.28 0.834
stands -4 5.28 0.8816
state -5 5.28 0.9697
stats -5 5.28 1.1787
stays -3 5.28 1.3099
temporal 0 5.28 1.3099
theodore -2 5.28 1.0698
theology 2 5.28 1.7266
tracks -4 5.28 1.1073
tyler -1 5.28 1.0506
unions 4 5.28 1.6542
version -1 5.28 0.834
wandering -3 5.28 1.7296
years -3 5.28 1.4714
specified -3 5.28 1.2972
leben -1 5.27 1.2158
anyhow 2 5.27 1.2379
bumpin 4 5.27 1.7651
governed -4 5.27 1.7414
holdin 4 5.27 1.5245
implies 3 5.27 1.1138
moet 0 5.27 1.4401
quieres -3 5.27 1.2874
revised -5 5.27 1.3961
semi 0 5.27 1.335
africa -4 5.26 2.0782
agency -2 5.26 0.9216
asking 0 5.26 0.9858
based -5 5.26 0.7508
berlin 0 5.26 1.5884
bid -1 5.26 1.192
boyz 0 5.26 1.9568
carrier -5 5.26 1.3524
carrying -2 5.26 1.2747
commander -1 5.26 1.5093
companies 1 5.26 1.0264
conan 1 5.26 1.7935
conference -4 5.26 1.1572
converted -5 5.26 0.9649
counsel 1 5.26 1.0063
cynthia 1 5.26 1.4542
dale -2 5.26 1.192
department -4 5.26 1.1031
desk -2 5.26 0.9858
detected -8 5.26 1.3524
dias -2 5.26 1.0461
digging -1 5.26 1.0654
directions -2 5.26 1.2747
doris -1 5.26 1.1214
dormir 0 5.26 1.2423
dramatic -4 5.26 1.9146
drove -3 5.26 1.1214
edward -6 5.26 1.2423
elliott 1 5.26 0.9435
facility 0 5.26 1.5884
facing -2 5.26 1.1031
fare -4 5.26 1.688
floyd 1 5.26 1.2906
foto 0 5.26 1.4682
frog -2 5.26 1.8049
george -4 5.26 1.0654
glenn 1 5.26 1.1031
goes -2 5.26 1.1214
ground 0 5.26 1.2906
guidelines 0 5.26 1.5493
hispanic 2 5.26 1.482
hmmmm 5 5.26 1.1214
houston 3 5.26 1.3063
jake 0 5.26 1.482
jim 3 5.26 1.209
justin 2 5.26 1.4542
kay 1 5.26 1.1031
lines 1 5.26 1.0063
mainly 4 5.26 1.2257
marcus -2 5.26 0.9858
marshall 0 5.26 0.9435
martin 0 5.26 0.9435
matt -2 5.26 1.3219
mayor 1 5.26 1.3063
mr 0 5.26 1.1395
mundo 3 5.26 0.9216
nc 0 5.26 1.3822
nearly 0 5.26 1.2423
nina 2 5.26 1.3063
papers -2 5.26 1.3063
perry -1 5.26 1.0264
philip 6 5.26 1.0461
piece -1 5.26 1.0654
plot 2 5.26 1.3822
pouring 3 5.26 1.5754
preliminary 3 5.26 1.1031
print 1 5.26 1.209
prudential 0 5.26 1.3969
qual 0 5.26 1.4115
reasons -3 5.26 1.0063
reed -4 5.26 1.2586
register -6 5.26 1.0844
richard -3 5.26 0.9649
robinson 2 5.26 0.7775
roslyn 2 5.26 0.9649
semester -6 5.26 1.7001
sergeant -6 5.26 1.2747
shift -1 5.26 1.0461
shirley 1 5.26 1.0844
siempre -1 5.26 1.482
sir -1 5.26 1.1214
spot 0 5.26 1.4682
stated -6 5.26 0.7775
statement -5 5.26 0.9649
tool 2 5.26 1.5361
uniform 3 5.26 1.6264
units 1 5.26 1.0264
walls -1 5.26 1.0264
lend 0 5.26 1.775
hangin 2 5.25 1.7564
borne -1 5.24 1.3774
differentiation -3 5.24 1.1093
intermediate -4 5.24 1.2671
motives -1 5.24 1.451
a -1 5.24 0.9161
abc -3 5.24 1.0012
asks -2 5.24 0.8704
beijing 1 5.24 1.685
bet -3 5.24 1.3933
boeing 0 5.24 1.3637
chart -3 5.24 1.3334
depend -2 5.24 1.3933
diplomats 1 5.24 1.8578
doin 2 5.24 1.3786
donna 1 5.24 1.3486
douglas -1 5.24 1.1877
drivers -5 5.24 1.1528
edited -4 5.24 1.135
elaine 0 5.24 1.2867
ellis 1 5.24 0.9381
encounter -1 5.24 1.7792
evans -3 5.24 1.0984
faced -5 5.24 1.2382
fifth -1 5.24 1.2216
fin 1 5.24 0.9596
five -2 5.24 0.6869
franklin 2 5.24 1.0606
garage -6 5.24 1.2048
generally -1 5.24 1.135
goin 2 5.24 1.3334
harry -1 5.24 1.2545
industries -2 5.24 1.0984
insurance -1 5.24 1.9646
iowa 0 5.24 1.3786
irving 0 5.24 1.3334
jajaja 0 5.24 1.2048
kirk 2 5.24 1.4507
lieutenant 0 5.24 1.1877
longtime 2 5.24 1.7328
matters -5 5.24 1.318
mid 1 5.24 0.744
minnesota 1 5.24 1.5328
morgan 0 5.24 1.2867
namely 2 5.24 1.2707
nathan 0 5.24 1.1704
oliver 0 5.24 1.135
parliamentary -1 5.24 1.5851
partially 1 5.24 1.3024
parts -3 5.24 1.1168
persian -1 5.24 1.6483
pon 3 5.24 1.4078
poppin 6 5.24 1.8796
publicly 4 5.24 1.2707
returns -3 5.24 1.5059
ringing 1 5.24 1.7562
rookie 2 5.24 1.0412
salomon 3 5.24 1.0214
sat -3 5.24 1.3334
seem -2 5.24 0.9596
sf -2 5.24 1.4365
should 2 5.24 1.1704
since -1 5.24 0.9161
socialist -1 5.24 2.1905
sorts -3 5.24 0.9381
spending 0 5.24 1.6107
stanley -1 5.24 1.0214
substances -6 5.24 1.3024
ties -2 5.24 1.4507
ton 1 5.24 1.2216
toujours 2 5.24 1.3024
turned -2 5.24 0.8466
txt -3 5.24 1.2867
vessels -5 5.24 1.4507
veux -2 5.24 1.0797
way -1 5.24 1.4223
wee -3 5.24 1.5194
woah 0 5.24 1.6233
work 0 5.24 2.105
fraction -2 5.23 1.3707
depths -2 5.22 1.6107
destino -1 5.22 1.0055
nelly 3 5.22 1.7709
rug -1 5.22 1.2627
shed -2 5.22 1.2627
adjustment -2 5.22 1.1301
afterward -9 5.22 1.0934
ali 1 5.22 1.3893
and -1 5.22 0.6158
anderson -2 5.22 1.2982
andrew -4 5.22 1.2337
any 1 5.22 0.6788
artery -4 5.22 1.2982
as -2 5.22 0.7637
baila -1 5.22 1.5158
barbara -7 5.22 1.3596
bernstein -3 5.22 1.5817
bio 1 5.22 1.2982
bits -2 5.22 0.864
briefs -4 5.22 0.91
cause -3 5.22 1.0554
charles -3 5.22 1.3293
chris -1 5.22 0.864
como 2 5.22 0.9957
counties 0 5.22 1.016
counting 2 5.22 0.91
dc -2 5.22 1.3596
defend -4 5.22 1.7177
defending -3 5.22 1.5022
dems -2 5.22 1.5817
dexter -6 5.22 1.6573
does -2 5.22 1.2501
drama -3 5.22 2.2433
excess -6 5.22 1.6695
file 0 5.22 1.2664
for -1 5.22 0.975
